x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.7699788808822632,0.2764468193054199,0.7367608547210693,0.26285019516944885,0.7057191729545593,0.20801003277301788,0.7009640336036682,0.14364735782146454,0.7203692197799683,0.10336742550134659,0.723089337348938,0.1328977793455124,0.7075364589691162,0.10514872521162033,0.7127391695976257,0.1596161127090454,0.7215277552604675,0.16816674172878265,0.7455098628997803,0.12571193277835846,0.729398250579834,0.10020588338375092,0.7325038313865662,0.16992495954036713,0.7418039441108704,0.1659982055425644,0.7682584524154663,0.12841375172138214,0.7535778284072876,0.10729949176311493,0.752254068851471,0.17511005699634552,0.7600193619728088,0.1747777760028839,0.7935753464698792,0.13593238592147827,0.7780410647392273,0.12380201369524002,0.7725026607513428,0.1692059487104416,0.7769004106521606,0.1752730906009674,fist
0.7738550305366516,0.27913230657577515,0.7423517107963562,0.2653903663158417,0.7110850214958191,0.211505725979805,0.7054418325424194,0.14847835898399353,0.7235567569732666,0.10631635040044785,0.7263669371604919,0.1402864009141922,0.7105075716972351,0.10934003442525864,0.7162342667579651,0.15943437814712524,0.7251379489898682,0.17089112102985382,0.7491819262504578,0.13153381645679474,0.732530415058136,0.10569820553064346,0.7366185188293457,0.17375695705413818,0.7455196380615234,0.17223666608333588,0.7725640535354614,0.13306552171707153,0.7573755979537964,0.11148691177368164,0.7570132613182068,0.17817004024982452,0.7641923427581787,0.18094611167907715,0.7985462546348572,0.13964088261127472,0.7834078073501587,0.12439869344234467,0.7776709198951721,0.16934086382389069,0.7801771759986877,0.17914000153541565,fist
0.8925720453262329,0.3018917143344879,0.8606913089752197,0.2752210199832916,0.8421458005905151,0.21632452309131622,0.8528299331665039,0.15512752532958984,0.8765687346458435,0.1211978942155838,0.8598847985267639,0.15035520493984222,0.8554368019104004,0.11897552013397217,0.8506432175636292,0.1673126369714737,0.8516955971717834,0.17916004359722137,0.8829671740531921,0.15236039459705353,0.881993293762207,0.12186097353696823,0.8744521141052246,0.18778033554553986,0.8760704398155212,0.18492282927036285,0.9051064252853394,0.16115540266036987,0.9072427153587341,0.13689544796943665,0.8949639797210693,0.19904282689094543,0.8930260539054871,0.20065051317214966,0.9277006983757019,0.1743224859237671,0.9279578924179077,0.15300865471363068,0.9163968563079834,0.19436706602573395,0.9120573401451111,0.20255614817142487,fist
0.5597223043441772,0.309562623500824,0.5157370567321777,0.2978624999523163,0.4927593171596527,0.2725357115268707,0.47426843643188477,0.2504679262638092,0.46635085344314575,0.22507378458976746,0.5242469906806946,0.145133838057518,0.47042331099510193,0.17608925700187683,0.4781745374202728,0.21851606667041779,0.49345967173576355,0.23134659230709076,0.5274718403816223,0.14140185713768005,0.4660452902317047,0.19594264030456543,0.480164498090744,0.23963406682014465,0.4981369972229004,0.24277383089065552,0.526330828666687,0.15585100650787354,0.4697105884552002,0.21657876670360565,0.48595350980758667,0.25656840205192566,0.5027143359184265,0.2571004629135132,0.5213226079940796,0.18381209671497345,0.4826173484325409,0.24304531514644623,0.4954918324947357,0.2712199091911316,0.510843813419342,0.2666766941547394,fist
0.5623378753662109,0.5079518556594849,0.5774267315864563,0.45532500743865967,0.579110324382782,0.3972381055355072,0.5640593767166138,0.3517097234725952,0.5468025803565979,0.3328491151332855,0.5920352339744568,0.35789954662323,0.5538100600242615,0.3156411647796631,0.5473291277885437,0.34311220049858093,0.5540949106216431,0.35793983936309814,0.5799650549888611,0.36912575364112854,0.5364617705345154,0.3316775858402252,0.5347618460655212,0.36099204421043396,0.543982744216919,0.3751126229763031,0.563819408416748,0.3854092061519623,0.5234370231628418,0.3545360267162323,0.5243189930915833,0.38341230154037476,0.5343155264854431,0.39666131138801575,0.5459526181221008,0.4049866795539856,0.5162692070007324,0.3881853520870209,0.5193244814872742,0.40955567359924316,0.5288934111595154,0.41880562901496887,fist
0.45537346601486206,0.47008654475212097,0.41890645027160645,0.43893924355506897,0.39483970403671265,0.3982572555541992,0.3802052438259125,0.3675731122493744,0.3815133273601532,0.3372127413749695,0.42707306146621704,0.30484265089035034,0.3897153437137604,0.3055289089679718,0.3956345319747925,0.35018983483314514,0.4078644812107086,0.35989707708358765,0.4409760534763336,0.3020513653755188,0.3987841308116913,0.316635400056839,0.40882423520088196,0.36721137166023254,0.4237689673900604,0.36613500118255615,0.45447099208831787,0.309614360332489,0.41443169116973877,0.32443898916244507,0.42182502150535583,0.3706437647342682,0.4355815649032593,0.3710826635360718,0.4652177691459656,0.32742831110954285,0.43387842178344727,0.3372626304626465,0.4361313283443451,0.36587250232696533,0.4475531578063965,0.3681418001651764,fist
0.4221764802932739,0.4454765319824219,0.38300374150276184,0.4284094572067261,0.3538022041320801,0.39376547932624817,0.33610689640045166,0.3679214119911194,0.34269264340400696,0.34519660472869873,0.38800713419914246,0.28668394684791565,0.3486221730709076,0.30741170048713684,0.35996586084365845,0.35270315408706665,0.3749549984931946,0.3566211462020874,0.40107282996177673,0.2803976237773895,0.3564578592777252,0.3150045573711395,0.37033510208129883,0.365428626537323,0.3854631185531616,0.3621606230735779,0.4135848581790924,0.2867007851600647,0.37161681056022644,0.3221295177936554,0.3831479549407959,0.3686090409755707,0.3974417746067047,0.36489370465278625,0.4245893359184265,0.3056288957595825,0.39255455136299133,0.3306410014629364,0.3982429504394531,0.3606807589530945,0.4100566804409027,0.35969382524490356,fist
0.4923163652420044,0.2777111828327179,0.46451571583747864,0.2687053978443146,0.43320685625076294,0.22682636976242065,0.42087090015411377,0.18742284178733826,0.4348136782646179,0.16913430392742157,0.4566791355609894,0.14327159523963928,0.44555601477622986,0.12247588485479355,0.4407525360584259,0.16228477656841278,0.439776211977005,0.18267498910427094,0.47374656796455383,0.13991637527942657,0.45587027072906494,0.12480194121599197,0.4546162486076355,0.17934389412403107,0.4600517451763153,0.19667360186576843,0.49165406823158264,0.14502958953380585,0.4710070490837097,0.13739632070064545,0.47214242815971375,0.18902966380119324,0.47931939363479614,0.20113857090473175,0.5117264986038208,0.15480731427669525,0.4908417761325836,0.14730951189994812,0.4894458055496216,0.18544118106365204,0.496061772108078,0.19800417125225067,fist
0.5751822590827942,0.2658225893974304,0.547264039516449,0.25142765045166016,0.5215417146682739,0.20157001912593842,0.519014835357666,0.1485532969236374,0.5388567447662354,0.13226774334907532,0.5415810942649841,0.14083057641983032,0.5365964770317078,0.10761026293039322,0.5372878909111023,0.15587136149406433,0.539726197719574,0.16996131837368011,0.5614452362060547,0.13892045617103577,0.5545101761817932,0.10794159024953842,0.5538046956062317,0.1661349982023239,0.5576114058494568,0.17462323606014252,0.5807008147239685,0.14481998980045319,0.573907732963562,0.12002179026603699,0.5706856846809387,0.17500942945480347,0.5736109018325806,0.18347395956516266,0.6013837456703186,0.15560351312160492,0.5923128128051758,0.13732436299324036,0.5875682830810547,0.17278166115283966,0.5896767973899841,0.1804487556219101,fist
0.6102388501167297,0.3284350037574768,0.5850837826728821,0.3092600405216217,0.5657833814620972,0.2616942226886749,0.5667489767074585,0.21103417873382568,0.5838999152183533,0.19796186685562134,0.5813879370689392,0.2102830708026886,0.5824705958366394,0.1732279658317566,0.5812956094741821,0.21649251878261566,0.5812267065048218,0.23183372616767883,0.6004403829574585,0.2130645364522934,0.5998952388763428,0.17929647862911224,0.5965027213096619,0.23119744658470154,0.5967373251914978,0.24156084656715393,0.6185169816017151,0.22075794637203217,0.6182894706726074,0.1914213001728058,0.6124680638313293,0.24106398224830627,0.6113229393959045,0.25310900807380676,0.6370345950126648,0.2331482470035553,0.6345052123069763,0.20753176510334015,0.6284383535385132,0.24104653298854828,0.6268636584281921,0.2539200186729431,fist
